"LocationLongitude","LocationLatitude","IPAddress","Message","Q1","Q37","Q43","Q44","Q36","Q33","Q42","Q34","Q35","Q25","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q24_6","Q24_7","Q24_8","Q26","Q28","Q29","Q30","Q31","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q41_6","Q41_7","Q41_8","Q41_9","Q42_1","Q40","Q12","Q18","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q17","Q34_1","Q36_1","Q37_1","Q39","Q38","Q40_1","Q40_2","Q40_3","Q40_4","Q40_5","Q40_6","Q40_7","Q40_8","Q40_9","Q40_10","Q21","Q19","Q20","Q13","Q14","Q15","Q23","PassFail"
-97.5567016601562,35.3921966552734,"172.58.67.50","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",2,1,4,5,3,6,7,8,"Moderately less vulnerable","Moderately more vulnerable","Yes",50,"0",10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","0","Somewhat agree","Millard Fillmore",41,"Female","White","0","0","0",0,"0","0","0","Yes","Wagoner",41,"Suburban","No Relationship","0","Hiked","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","Some college","Employed full time","$20,000 - $29,999","Democrat","0","Liberal","0","Pass"
-97.4834976196289,35.2024993896484,"107.202.173.185","Message 1 OKC","I AGREE to participate",1,"None at all","None at all","0",1,"An attorney for the city",0,"0","Slightly likely",2,1,3,4,5,6,7,8,"Moderately less vulnerable","Much more vulnerable","No",0,"I can’t afford to make a donation right now.",0,0,0,0,0,0,0,0,20,20,20,20,20,0,0,0,"0","0","0","Signed a petition","0","0","0","0","0","Somewhat agree","Zachary Taylor",27,"Female","0","0","0","0",0,"Hispanic","0","0","Yes","Cleveland",27,"Urban","No Relationship","0","Hiked","0","0","0","0","0","Fished","Visited a local park","Visited a wildlife refuge or state park","0","4 year degree","Unemployed looking for work","$20,000 - $29,999","Republican","0","&nbsp;","I think this study wants to get people to support not adding the pipelines because the river is important for the environment and the ecosystems.","Pass"
-97.7309036254883,35.3885040283203,"174.236.9.237","No Message Control","I AGREE to participate",1,"A lot","A lot","0",0,"0",0,"0","Moderately likely",4,2,1,5,3,6,8,7,"Moderately more vulnerable","Moderately more vulnerable","Yes",50,"0",5,10,20,5,0,5,0,5,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","0","Somewhat agree","Zachary Taylor",23,"Female","0","Black or African American","0","0",0,"0","0","0","Yes","Okmulgee",23,"Rural","Not Listed","I know of it.","Hiked","Camped","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","Some college","Student","Less than $10,000","Democrat","0","Neither/Even Split","How important wild life and rivers are to humanity.","Pass"
-96.3758010864258,35.8209075927734,"184.63.33.44","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",1,7,3,5,8,4,6,2,"Moderately more vulnerable","Moderately more vulnerable","No",0,"I can barely financially support myself by taking underpaid surveys full-time.",0,0,0,0,0,0,0,0,10,10,20,10,10,10,10,20,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",30,"Male","White","0","0","0",0,"0","0","0","Yes","Creek",30,"Suburban","No Relationship","0","Hiked","Camped","Gone ""off-roading""","Biked for recreation","0","0","0","Visited a local park","0","0","High school graduate","Employed full time","$10,000 - $19,999","Republican","0","&nbsp;","Opinions on the Kiamichi River","Pass"
-77.0911026000977,38.8865051269531,"71.191.152.115","No Message Control","I AGREE to participate",1,"None at all","A little","0",0,"0",0,"0","Moderately likely",2,4,1,3,5,6,7,8,"About the same","Much more vulnerable","No",0,"I have a lot of debt so am being very cautious of how I'm spending money until that is paid off",0,0,0,0,0,0,0,0,15,10,40,10,10,5,5,5,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","0","Disagree","Millard Fillmore",30,"Female","White","0","0","0",0,"0","0","0","Yes","Tulsa",4,"Suburban","No Relationship","0","Hiked","0","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","0","Visited a local park","0","Visited a national park (anywhere in the US)","Doctorate","Employed full time","$90,000 - $99,999","Democrat","0","&nbsp;","No comments","Pass"
-97.475700378418,35.62109375,"23.123.212.81","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Slightly likely",1,6,3,5,2,4,8,7,"About the same","Moderately more vulnerable","No",0,"I do not live in the area, so I don't really benefit from it. I would be more willing to support a program here in Central Oklahoma.",0,0,0,0,0,0,0,0,30,0,30,10,20,10,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","Volunteered to register voters or work at a polling place","0","Neither agree nor disagree","Millard Fillmore",35,"Female","White","0","0","0",0,"0","0","0","No","Logan",6,"Suburban","Oklahoma City metro area resident","0","Hiked","0","0","0","0","0","0","0","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Employed part time","$50,000 - $59,999","Independent","0","&nbsp;","0","Pass"
-95.8071975708008,36.0431976318359,"72.192.98.119","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Neither likely nor unlikely",1,3,5,2,4,8,6,7,"About the same","Slightly less vulnerable","No",0,"I have a family to provide for.\That would be a waste of money that could have gone to my family.",0,0,0,0,0,0,0,0,50,15,0,25,10,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Agree","Millard Fillmore",51,"Male","White","0","0","0",0,"0","0","0","Yes","Tulsa",26,"Suburban","No Relationship","0","Hiked","Camped","0","Biked for recreation","0","0","0","Visited a local park","0","0","Some college","Employed full time","$50,000 - $59,999","Independent","0","Neither/Even Split","It seems like you are researching how money might be spent on this water source and how the money will be distributed.","Pass"
-97.6315002441406,35.4833984375,"172.58.70.243","No Message Control","I AGREE to participate",1,"A moderate amount","A lot","0",0,"0",0,"0","Slightly likely",1,8,2,3,4,5,7,6,"Slightly more vulnerable","Moderately less vulnerable","Yes",100,"0",10,10,20,20,10,10,10,10,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","0","0","0","0","0","0","Somewhat agree","James K. Polk",28,"Female","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Okfuskee",28,"Rural","Visit the area for recreation/tourism","0","Hiked","Camped","0","Biked for recreation","0","Hunted","Fished","Visited a local park","0","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$70,000 - $79,999","Independent","0","Neither/Even Split","Peoples reactions to the watershed","Pass"
-96.7692031860352,32.8309936523438,"107.77.198.216","Message 1 OKC","I AGREE to participate",1,"A little","A moderate amount","0",1,"The opposition attorney",0,"0","Neither likely nor unlikely",3,2,5,1,4,8,6,7,"Slightly more vulnerable","Slightly more vulnerable","No",0,"not  financially able to provide",0,0,0,0,0,0,0,0,30,40,2,20,2,0,4,2,"0","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat disagree","James K. Polk",48,"Female","White","0","0","0",0,"0","0","0","Yes","Okfuskee",48,"Rural","Visit the area for recreation/tourism","0","Hiked","Camped","0","0","0","0","0","Visited a local park","0","0","High school graduate","Employed full time","$20,000 - $29,999","Republican","0","Conservative","keep up good work","Pass"
-97.5706024169922,35.4884033203125,"72.198.74.135","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Slightly likely",2,7,3,4,6,8,5,1,"Slightly more vulnerable","About the same","Yes",50,"0",5,5,5,10,10,5,5,5,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",57,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",47,"Urban","Oklahoma City metro area resident","0","0","Camped","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","4 year degree","Employed full time","$30,000 - $39,999","Democrat","0","Liberal","0","Pass"
-97.7330017089844,35.4971008300781,"98.162.239.211","No Message Control","I AGREE to participate",1,"A little","A little","0",0,"0",0,"0","Neither likely nor unlikely",3,2,4,6,5,1,7,8,"Moderately less vulnerable","About the same","Yes",150,"0",20,20,30,30,20,10,10,10,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","0","0","0","0","0","0","Neither agree nor disagree","James K. Polk",34,"Female","White","0","0","0",0,"0","0","0","Yes","Canadian",9,"Suburban","No Relationship","0","0","0","0","0","0","0","0","Visited a local park","0","0","Some college","Unemployed not looking for work","$70,000 - $79,999","Republican","0","&nbsp;","How much we new and were affected by the Comanche river.","Pass"
-97.1147994995117,33.9430999755859,"107.221.165.107","Message 1 OKC","I AGREE to participate",1,"None at all","None at all","0",1,"Out of state lobby representative",0,"0","Extremely likely",1,5,4,2,3,6,8,7,"Slightly more vulnerable","Moderately more vulnerable","Yes",100,"0",10,20,10,20,20,10,5,5,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","Served on a committee or board","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",27,"Male","White","0","0","0",0,"0","0","0","Yes","Love",20,"Rural","Visit the area for recreation/tourism","0","0","0","0","Biked for recreation","Gone boating (kayaking, canoeing, motorboating...)","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$90,000 - $99,999","Republican","0","Neither/Even Split","I believe this study is researching how well a person can follow instructions and complete tasks.","Pass"
-97.4459991455078,35.4449005126953,"204.62.25.101","No Message Control","I AGREE to participate",1,"A little","A little","0",0,"0",0,"0","Slightly likely",7,8,1,2,3,6,4,5,"Moderately more vulnerable","Moderately more vulnerable","Yes",15,"0",0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","Voted in the last federal election","Somewhat disagree","Millard Fillmore",45,"Female","White","0","0","0",0,"0","0","0","Yes","Cleveland",45,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","2 year degree","Employed full time","$50,000 - $59,999","Independent","0","Neither/Even Split","the impact on the planet","Pass"
-87.6287994384766,41.8486022949219,"69.161.199.71","Message 2 River","I AGREE to participate",1,"A little","A moderate amount","0",0,"0",1,"An attorney challenging the permit","Moderately likely",1,3,2,4,5,8,7,6,"Slightly more vulnerable","Moderately more vulnerable","Yes",100,"0",25,25,10,15,15,5,2,3,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",22,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",22,"Suburban","Oklahoma City metro area resident","0","0","Camped","0","0","0","0","0","Visited a local park","0","0","Some college","Student","$40,000 - $49,999","Democrat","0","Liberal","Was an interesting read.","Pass"
-97.4834976196289,35.2024993896484,"23.118.76.237","Message 2 River","I AGREE to participate",1,"A little","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",1,4,5,2,3,8,7,6,"Slightly more vulnerable","Moderately less vulnerable","No",0,"As a college student, financial support towards something/someone other than myself is not a viable option. However, in different circumstances, with  developed career I would be open to providing financial support to preservation.",0,0,0,0,0,0,0,0,19,13,10,21,14,8,8,7,"0","0","Attended a rally/demonstration/march","0","0","Called or written to a representative (local, state, or national)","0","0","0","Neither agree nor disagree","Millard Fillmore",23,"Male","White","0","0","0",0,"0","0","0","Yes","Cleveland",2,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","0","0","0","Some college","Student","$100,000 - $149,999","Republican","0","&nbsp;","On the basis of this survey, my idea of the research being preformed is an environmental study to develop an idea of how surrounding communities surround the river and of the OKC metro area are affected.","Pass"
-97.4997024536133,35.6748046875,"98.162.199.75","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Moderately likely",2,4,5,3,1,8,6,7,"Slightly less vulnerable","Moderately more vulnerable","No",0,"I think support for our natural resources is everyone responsibility, and should be funded through taxes",0,0,0,0,0,0,0,0,20,20,10,20,30,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Strongly disagree","Millard Fillmore",31,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",16,"Suburban","Oklahoma City metro area resident","0","Hiked","Camped","0","0","0","0","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","Some college","Employed full time","$80,000 - $89,999","Democrat","0","Liberal","This study is measuring attitudes about conservation of the kiamachi river water shed, and how you would rank the different services the watershed offers","Pass"
